Day,High Temperature,Low Temperature,Weather,Wind Direction,Wind Speed,Air Quality,Air Quality Info,Air Quality Level
2019-09-21,27℃,16℃,Cloudy~Sunny,Northeast Wind,2,88,Good,2
2019-09-22,27℃,16℃,Sunny,Southeast Wind,1,116,Light Pollution,3
2019-09-23,30℃,17℃,Sunny,Northwest Wind,2,58,Good,2
2019-09-24,31℃,15℃,Sunny,Northeast Wind,2,38,Excellent,1
2019-09-25,31℃,16℃,Sunny,Southwest Wind,2,54,Good,2
2019-09-26,30℃,15℃,Sunny,Southeast Wind,1,64,Good,2
2019-09-27,29℃,15℃,Sunny,Southeast Wind,2,79,Good,2
2019-09-28,30℃,17℃,Sunny,Southwest Wind,1,84,Good,2
2019-09-29,29℃,18℃,Cloudy,Southeast Wind,1,95,Good,2
2019-09-30,30℃,19℃,Cloudy~Sunny,Southwest Wind,2,104,Light Pollution,3
2019-10-01,30℃,20℃,Cloudy,Southwest Wind,2,84,Good,2
2019-10-02,29℃,17℃,Sunny~Cloudy,Southeast Wind,2,74,Good,2
2019-10-03,29℃,13℃,Cloudy~Light rain,Southeast Wind,2,86,Good,2
2019-10-04,15℃,9℃,Light rain~Sunny,Southeast Wind,2,34,Excellent,1
2019-10-05,19℃,9℃,Sunny~Cloudy,Northeast Wind,2,17,Excellent,1
2019-10-06,19℃,9℃,Cloudy,Southwest Wind,2,34,Excellent,1
2019-10-07,24℃,10℃,Sunny,Northwest Wind,2,64,Good,2
2019-10-08,20℃,9℃,Sunny,Northwest Wind,3,26,Excellent,1
2019-10-09,22℃,11℃,Cloudy,Southwest Wind,2,55,Good,2
2019-10-10,22℃,12℃,Cloudy,Southeast Wind,2,63,Good,2
2019-10-11,18℃,13℃,Overcast~Cloudy,Southeast Wind,2,62,Good,2
2019-10-12,18℃,9℃,Cloudy~Light rain,Southeast Wind,2,59,Good,2
2019-10-13,12℃,5℃,Light rain~Cloudy,Southeast Wind,2,52,Good,2
2019-10-14,16℃,4℃,Sunny,Northwest Wind,2,22,Excellent,1
2019-10-15,17℃,6℃,Sunny~Cloudy,Southwest Wind,1,35,Excellent,1
2019-10-16,15℃,9℃,Overcast~Light rain,Southwest Wind,2,48,Excellent,1
2019-10-17,14℃,7℃,Light rain~Cloudy,Southeast Wind,1,80,Good,2
2019-10-18,18℃,7℃,Cloudy,Southwest Wind,1,83,Good,2
2019-10-19,20℃,10℃,Cloudy,Southwest Wind,1,165,Moderate Pollution,4
2019-10-20,22℃,7℃,Sunny,Northwest Wind,3,148,Light Pollution,3
2019-10-21,19℃,6℃,Sunny,Southeast Wind,2,45,Excellent,1
2019-10-22,20℃,7℃,Sunny,Northeast Wind,1,77,Good,2
2019-10-23,21℃,11℃,Cloudy,Northeast Wind,1,104,Light Pollution,3
2019-10-24,16℃,7℃,Light rain~Cloudy,Northwest Wind,2,108,Light Pollution,3
2019-10-25,14℃,2℃,Sunny,Northwest Wind,3,17,Excellent,1
2019-10-26,16℃,3℃,Sunny,Southwest Wind,2,45,Excellent,1
2019-10-27,18℃,5℃,Sunny~Cloudy,Southwest Wind,1,69,Good,2
2019-10-28,15℃,2℃,Sunny,Northwest Wind,4,128,Light Pollution,3
2019-10-29,16℃,3℃,Sunny,Southwest Wind,1,64,Good,2
2019-10-30,20℃,5℃,Sunny,Southwest Wind,1,83,Good,2
2019-10-31,22℃,4℃,Sunny,Northeast Wind,2,70,Good,2
2019-11-01,18℃,8℃,Cloudy~Light rain,Southeast Wind,2,65,Good,2
2019-11-02,13℃,8℃,Light rain,Northeast Wind,1,53,Good,2
2019-11-03,14℃,4℃,Cloudy~Sunny,Southeast Wind,2,53,Good,2
2019-11-04,16℃,5℃,Sunny,Southwest Wind,1,70,Good,2
2019-11-05,16℃,6℃,Sunny~Cloudy,Southeast Wind,2,76,Good,2
2019-11-06,16℃,5℃,Cloudy~Sunny,Southeast Wind,1,66,Good,2
2019-11-07,12℃,1℃,Sunny,Southeast Wind,2,53,Good,2
2019-11-08,15℃,2℃,Sunny~Cloudy,Northwest Wind,1,65,Good,2
2019-11-09,14℃,6℃,Cloudy~Moderate rain,Northeast Wind,1,109,Light Pollution,3
2019-11-10,17℃,6℃,Cloudy~Sunny,Northwest Wind,4,90,Good,2
2019-11-11,16℃,4℃,Sunny,Northwest Wind,2,48,Excellent,1
2019-11-12,18℃,5℃,Cloudy,Northwest Wind,1,80,Good,2
2019-11-13,8℃,-4℃,Sunny,Northwest Wind,4,51,Good,2
2019-11-14,10℃,-2℃,Sunny,Southeast Wind,1,51,Good,2
2019-11-15,9℃,1℃,Sunny,Southeast Wind,2,64,Good,2
2019-11-16,9℃,4℃,Cloudy~Light rain,Southeast Wind,2,65,Good,2
2019-11-17,12℃,-4℃,Cloudy~Sunny,Northwest Wind,3,158,Moderate Pollution,4
2019-11-18,4℃,-5℃,Sunny,Northwest Wind,3,77,Good,2
2019-11-19,7℃,-3℃,Cloudy,Southwest Wind,2,56,Good,2
2019-11-20,7℃,-2℃,Sunny,Northeast Wind,1,89,Good,2
2019-11-21,9℃,-1℃,Sunny~Cloudy,Northeast Wind,1,115,Light Pollution,3
2019-11-22,10℃,2℃,Cloudy~Overcast,Northeast Wind,1,178,Moderate Pollution,4
2019-11-23,12℃,4℃,Overcast~Cloudy,Northwest Wind,2,190,Moderate Pollution,4
2019-11-24,6℃,-5℃,Sunny,Northwest Wind,4,30,Excellent,1
2019-11-25,3℃,-5℃,Sunny,Southwest Wind,2,27,Excellent,1
2019-11-26,5℃,-4℃,Sunny,Northwest Wind,1,64,Good,2
2019-11-27,4℃,-6℃,Sunny,Northeast Wind,2,26,Excellent,1
2019-11-28,3℃,-5℃,Sunny~Cloudy,Northeast Wind,1,59,Good,2
2019-11-29,3℃,-4℃,Light snow,Southeast Wind,1,76,Good,2
2019-11-30,5℃,-5℃,Cloudy~Sunny,Northwest Wind,2,74,Good,2
2019-12-01,4℃,-5℃,Sunny,Northwest Wind,2,32,Excellent,1
2019-12-02,4℃,-5℃,Sunny,Southwest Wind,2,25,Excellent,1
2019-12-03,7℃,-4℃,Sunny,Northwest Wind,2,45,Excellent,1
2019-12-04,8℃,-5℃,Sunny,Northwest Wind,2,30,Excellent,1
2019-12-05,2℃,-6℃,Sunny,Northeast Wind,2,37,Excellent,1
2019-12-06,4℃,-5℃,Sunny,Northwest Wind,1,73,Good,2
2019-12-07,6℃,-6℃,Sunny~Cloudy,Northeast Wind,1,66,Good,2
2019-12-08,5℃,-5℃,Cloudy,Northeast Wind,1,181,Moderate Pollution,4
2019-12-09,3℃,-5℃,Haze~Fog,Northwest Wind,1,224,Heavy Pollution,5
2019-12-10,9℃,-3℃,Fog~Sunny,Northwest Wind,3,148,Light Pollution,3
2019-12-11,4℃,-6℃,Sunny,Northwest Wind,3,27,Excellent,1
2019-12-12,5℃,-5℃,Sunny,Northwest Wind,1,35,Excellent,1
2019-12-13,10℃,-5℃,Sunny,Northwest Wind,2,48,Excellent,1
2019-12-14,5℃,-3℃,Sunny~Cloudy,Northeast Wind,1,24,Excellent,1
2019-12-15,3℃,-2℃,Cloudy~Moderate snow,Northeast Wind,1,67,Good,2
2019-12-16,2℃,-4℃,Light snow~Cloudy,Northeast Wind,1,91,Good,2
2019-12-17,6℃,-7℃,Sunny,Northwest Wind,3,25,Excellent,1
2019-12-18,2℃,-6℃,Sunny,Northeast Wind,1,26,Excellent,1
2019-12-19,2℃,-9℃,Sunny,Northwest Wind,3,27,Excellent,1
2019-12-20,3℃,-7℃,Sunny,Northeast Wind,1,33,Excellent,1
2019-12-21,4℃,-6℃,Cloudy,Northeast Wind,1,63,Good,2
2019-12-22,5℃,-5℃,Cloudy~Sunny,Northeast Wind,1,90,Good,2
2019-12-23,3℃,-4℃,Cloudy~Overcast,Northeast Wind,2,59,Good,2
2019-12-24,1℃,-6℃,Light snow~Cloudy,Southeast Wind,1,110,Light Pollution,3
2019-12-25,5℃,-6℃,Cloudy,Northeast Wind,2,85,Good,2
2019-12-26,4℃,-7℃,Cloudy~Sunny,Northwest Wind,2,41,Excellent,1
2019-12-27,4℃,-6℃,Sunny,Northeast Wind,1,69,Good,2
2019-12-28,3℃,-7℃,Sunny~Cloudy,Northeast Wind,1,100,Good,2
2019-12-29,5℃,-7℃,Cloudy~Sunny,Northwest Wind,3,133,Light Pollution,3
2019-12-30,-5℃,-12℃,Sunny,Northwest Wind,4,37,Excellent,1
2019-12-31,-3℃,-10℃,Sunny,Northwest Wind,1,36,Excellent,1
